2023-09-04,30064,Wh,2023,9,4,00:00:00
2023-09-05,35135,Wh,2023,9,5,00:00:00
2023-09-06,35571,Wh,2023,9,6,00:00:00
2023-09-07,34424,Wh,2023,9,7,00:00:00
2023-09-08,23609,Wh,2023,9,8,00:00:00
2023-09-09,24513,Wh,2023,9,9,00:00:00
2023-09-10,6252,Wh,2023,9,10,00:00:00
2023-09-11,15045,Wh,2023,9,11,00:00:00
2023-09-12,24163,Wh,2023,9,12,00:00:00
2023-09-13,7305,Wh,2023,9,13,00:00:00
2023-09-14,37091,Wh,2023,9,14,00:00:00
2023-09-15,18216,Wh,2023,9,15,00:00:00
2023-09-16,17217,Wh,2023,9,16,00:00:00
2023-09-17,34574,Wh,2023,9,17,00:00:00
2023-09-18,2550,Wh,2023,9,18,00:00:00
2023-09-19,24706,Wh,2023,9,19,00:00:00
2023-09-20,31653,Wh,2023,9,20,00:00:00
2023-09-21,32684,Wh,2023,9,21,00:00:00
2023-09-22,27285,Wh,2023,9,22,00:00:00
2023-09-23,4659,Wh,2023,9,23,00:00:00
2023-09-24,3231,Wh,2023,9,24,00:00:00
2023-09-25,3208,Wh,2023,9,25,00:00:00
2023-09-26,11866,Wh,2023,9,26,00:00:00
2023-09-27,28181,Wh,2023,9,27,00:00:00
2023-09-28,19614,Wh,2023,9,28,00:00:00
2023-09-29,946,Wh,2023,9,29,00:00:00
2023-09-30,8649,Wh,2023,9,30,00:00:00
2023-10-01,22054,Wh,2023,10,1,00:00:00
2023-10-02,22440,Wh,2023,10,2,00:00:00
2023-10-03,16312,Wh,2023,10,3,00:00:00
2023-10-04,16625,Wh,2023,10,4,00:00:00
2023-10-05,14490,Wh,2023,10,5,00:00:00
2023-10-06,3293,Wh,2023,10,6,00:00:00
2023-10-07,5309,Wh,2023,10,7,00:00:00
2023-10-08,16523,Wh,2023,10,8,00:00:00
2023-10-09,19244,Wh,2023,10,9,00:00:00
2023-10-10,13320,Wh,2023,10,10,00:00:00
2023-10-11,10695,Wh,2023,10,11,00:00:00
2023-10-12,17270,Wh,2023,10,12,00:00:00
2023-10-13,17237,Wh,2023,10,13,00:00:00
2023-10-14,7461,Wh,2023,10,14,00:00:00
2023-10-15,10554,Wh,2023,10,15,00:00:00
2023-10-16,9146,Wh,2023,10,16,00:00:00
2023-10-17,13531,Wh,2023,10,17,00:00:00
2023-10-18,8186,Wh,2023,10,18,00:00:00
2023-10-19,6930,Wh,2023,10,19,00:00:00
2023-10-20,2456,Wh,2023,10,20,00:00:00
2023-10-21,1896,Wh,2023,10,21,00:00:00
2023-10-22,8001,Wh,2023,10,22,00:00:00
2023-10-23,9529,Wh,2023,10,23,00:00:00
2023-10-24,9197,Wh,2023,10,24,00:00:00
2023-10-25,9049,Wh,2023,10,25,00:00:00
2023-10-26,7121,Wh,2023,10,26,00:00:00
2023-10-27,7379,Wh,2023,10,27,00:00:00
2023-10-28,9156,Wh,2023,10,28,00:00:00
2023-10-29,2350,Wh,2023,10,29,00:00:00
2023-10-30,1891,Wh,2023,10,30,00:00:00
2023-10-31,10051,Wh,2023,10,31,00:00:00
2023-11-01,3103,Wh,2023,11,1,00:00:00
2023-11-02,8725,Wh,2023,11,2,00:00:00
2023-11-03,7863,Wh,2023,11,3,00:00:00
2023-11-04,8682,Wh,2023,11,4,00:00:00
2023-11-05,8300,Wh,2023,11,5,00:00:00
2023-11-06,7938,Wh,2023,11,6,00:00:00
2023-11-07,6398,Wh,2023,11,7,00:00:00
2023-11-08,9025,Wh,2023,11,8,00:00:00
2023-11-09,1152,Wh,2023,11,9,00:00:00
2023-11-10,5942,Wh,2023,11,10,00:00:00
2023-11-11,7121,Wh,2023,11,11,00:00:00
2023-11-12,6714,Wh,2023,11,12,00:00:00
2023-11-13,7903,Wh,2023,11,13,00:00:00
2023-11-14,5254,Wh,2023,11,14,00:00:00
2023-11-15,7288,Wh,2023,11,15,00:00:00
